From src:'1'	To src:'2'
CHEMBL566752	DB09148
CHEMBL298019	DB08012
CHEMBL1736151	DB13845
CHEMBL2107773	DB12080
CHEMBL2106220	DB01502
CHEMBL2365807	DB01470
CHEMBL5095215	DB19194
CHEMBL5314548	DB18184
CHEMBL159660	DB01498
CHEMBL1198500	DB07190
CHEMBL5591580	DB19451
CHEMBL440294	DB09286
CHEMBL465	DB00470
CHEMBL4297328	DB14835
CHEMBL1237	DB00722
CHEMBL1780010	DB14945
CHEMBL372795	DB01082
CHEMBL2103842	DB05944
CHEMBL4444976	DB12963
CHEMBL3544978	DB12817
CHEMBL379218	DB08568
CHEMBL4297528	DB15305
CHEMBL17423	DB12082
CHEMBL4468815	DB15145
CHEMBL121810	DB06525
CHEMBL1479	DB01406
CHEMBL1496	DB01098
CHEMBL3187812	DB06604
CHEMBL5095168	DB18883
CHEMBL2110788	DB13369
CHEMBL1823817	DB12113
CHEMBL790	DB00878
CHEMBL2104765	DB13129
CHEMBL356359	DB04873
CHEMBL515606	DB01340
CHEMBL77622	DB12313
CHEMBL1413199	DB13347
CHEMBL2028663	DB08912
CHEMBL55624	DB14034
CHEMBL3786896	DB15132
CHEMBL4297498	DB16204
CHEMBL2104745	DB04903
CHEMBL5314384	DB06321
CHEMBL4740383	DB17506
CHEMBL361054	DB07787
CHEMBL88153	DB15640
CHEMBL575218	DB07141
CHEMBL4527011	DB15192
CHEMBL707	DB00590
CHEMBL5314568	DB18975
CHEMBL4297643	DB05611
CHEMBL85	DB00734
CHEMBL2105302	DB13397
CHEMBL702	DB00319
CHEMBL472	DB01016
CHEMBL3786182	DB16895
CHEMBL591429	DB13048
CHEMBL1950649	DB05009
CHEMBL3218390	DB18125
CHEMBL4297484	DB16302
CHEMBL4448899	DB16758
CHEMBL4297602	DB16234
CHEMBL389051	DB03541
CHEMBL1173655	DB08916
CHEMBL203631	DB08025
CHEMBL5595518	DB18019
CHEMBL2220442	DB01095
CHEMBL1516	DB00275
CHEMBL365100	DB16164
CHEMBL346455	DB04020
CHEMBL566757	DB12731
CHEMBL2107614	DB05442
CHEMBL221046	DB07199
CHEMBL5641911	DB17557
CHEMBL1697826	DB13213
CHEMBL1200845	DB06786
CHEMBL5189464	DB19050
CHEMBL5095105	DB18957
CHEMBL1236962	DB12703
CHEMBL4651002	DB18745
CHEMBL1201753	DB08860
CHEMBL1076263	DB12051
CHEMBL3137321	DB15465
CHEMBL181954	DB12662
CHEMBL5095171	DB16906
CHEMBL3416885	DB12721
CHEMBL252967	DB03084
CHEMBL1592	DB00881
CHEMBL3908979	DB16845
CHEMBL2103884	DB11991
CHEMBL281795	DB08489
CHEMBL1683	DB14540
CHEMBL4650338	DB18095
CHEMBL496879	DB08674
CHEMBL5314530	DB17734
CHEMBL4297329	DB15054
CHEMBL4297269	DB12006
CHEMBL43064	DB00568
CHEMBL66412	DB03748
CHEMBL460291	DB09236
CHEMBL3989862	DB11786
CHEMBL2106309	DB14538
CHEMBL4297281	DB13034
CHEMBL3989947	DB12642
CHEMBL261723	DB01871
CHEMBL277238	DB03949
CHEMBL13828	DB12877
CHEMBL587723	DB12558
CHEMBL1201749	DB06781
CHEMBL1201263	DB00769
CHEMBL1042	DB00169
CHEMBL1171146	DB16928
CHEMBL497834	DB04706
CHEMBL203321	DB12151
CHEMBL2140408	DB17197
CHEMBL255863	DB04868
CHEMBL592054	DB12511
CHEMBL5314538	DB18980
CHEMBL5314522	DB18732
CHEMBL3353410	DB09330
CHEMBL1200732	DB00288
CHEMBL5095231	DB19446
CHEMBL5095169	DB19239
CHEMBL4061580	DB11809
CHEMBL4650325	DB18012
CHEMBL186179	DB06510
CHEMBL4297471	DB14937
CHEMBL44657	DB00773
CHEMBL4297280	DB11810
CHEMBL4796560	DB18465
CHEMBL4297451	DB12981
CHEMBL3833378	DB13264
CHEMBL1689772	DB12455
CHEMBL3545360	DB12729
CHEMBL3301622	DB12141
CHEMBL1473654	DB16001
CHEMBL116336	DB15906
CHEMBL455917	DB01563
CHEMBL4297336	DB15111
CHEMBL545	DB00898
CHEMBL345524	DB01419
CHEMBL180022	DB11828
CHEMBL127300	DB13265
CHEMBL5314455	DB18578
CHEMBL4518483	DB16043
CHEMBL2012520	DB12858
CHEMBL2105694	DB05253
CHEMBL1093059	DB12651
CHEMBL358866	DB03268
CHEMBL4297353	DB12724
CHEMBL493	DB01200
CHEMBL1743263	DB11274
CHEMBL383824	DB12442
CHEMBL455477	DB02073
CHEMBL206031	DB04887
CHEMBL1200712	DB09361
CHEMBL1089641	DB09158
CHEMBL499915	DB02329
CHEMBL145347	DB11423
CHEMBL608533	DB06595
CHEMBL6067963	DB18797
CHEMBL3833319	DB11855
CHEMBL1200507	DB01249
CHEMBL181276	DB16290
CHEMBL185073	DB01337
CHEMBL22055	DB06494
CHEMBL405355	DB09239
CHEMBL2103826	DB12613
CHEMBL4297453	DB12454
CHEMBL5095228	DB18443
CHEMBL291678	DB03276
CHEMBL163	DB00503
CHEMBL1328	DB00183
CHEMBL1652465	DB15084
CHEMBL1163	DB01072
CHEMBL4594352	DB17385
CHEMBL7942	DB02175
CHEMBL362148	DB02335
CHEMBL1200664	DB09483
CHEMBL1160563	DB04510
CHEMBL321691	DB02234
CHEMBL14687	DB03175
CHEMBL582	DB02325
CHEMBL149082	DB06527
CHEMBL1232903	DB01779
CHEMBL297884	DB05868
CHEMBL1255871	DB06543
CHEMBL3545347	DB11720
CHEMBL1908350	DB13409
CHEMBL1236684	DB04805
CHEMBL2105750	DB12069
CHEMBL5095210	DB19006
CHEMBL106593	DB18252
CHEMBL3989950	DB16687
CHEMBL428647	DB01229
CHEMBL1614	DB01078
CHEMBL321357	DB03817
CHEMBL16264	DB13598
CHEMBL1232328	DB07674
CHEMBL1200694	DB01236
CHEMBL219341	DB01875
CHEMBL273481	DB12458
CHEMBL1086445	DB04381
CHEMBL3989943	DB16130
CHEMBL274323	DB00128
CHEMBL503868	DB15582
CHEMBL413	DB00877
CHEMBL1255800	DB08874
CHEMBL257619	DB06810
CHEMBL4297656	DB13038
CHEMBL4470512	DB14052
CHEMBL55612	DB04185
CHEMBL43068	DB00161
CHEMBL426643	DB01932
CHEMBL19	DB00703
CHEMBL54922	DB00172
CHEMBL600	DB06151
CHEMBL2063705	DB13013
CHEMBL3989945	DB16310
CHEMBL1269597	DB12451
CHEMBL501613	DB13733
CHEMBL1515611	DB13370
CHEMBL1232817	DB04113
CHEMBL1233976	DB03412
CHEMBL493287	DB01296
CHEMBL2104514	DB13207
CHEMBL1235115	DB02512
CHEMBL458616	DB02210
CHEMBL455186	DB11678
CHEMBL41172	DB01957
CHEMBL56475	DB03002
CHEMBL268493	DB15905
CHEMBL219544	DB02245
CHEMBL869	DB00336
CHEMBL54714	DB03649
CHEMBL2104457	DB13442
CHEMBL1689063	DB09060
CHEMBL526330	DB04658
CHEMBL3039113	DB12444
CHEMBL11122	DB06331
CHEMBL310671	DB12418
CHEMBL50882	DB04858
CHEMBL424	DB00936
CHEMBL323202	DB04559
CHEMBL1420	DB00733
CHEMBL456145	DB05939
CHEMBL16645	DB01688
CHEMBL544	DB09516
CHEMBL224282	DB04533
CHEMBL70927	DB08826
CHEMBL4297362	DB17277
CHEMBL3182744	DB14107
CHEMBL151062	DB04784
CHEMBL1229846	DB11304
CHEMBL210651	DB12855
CHEMBL1201129	DB01262
CHEMBL2111108	DB06408
CHEMBL1236344	DB01874
CHEMBL1256575	DB12870
CHEMBL1232545	DB16872
CHEMBL1235106	DB08357
CHEMBL1235255	DB02078
CHEMBL744	DB00740
CHEMBL273124	DB12987
CHEMBL178459	DB12539
CHEMBL2365743	DB16932
CHEMBL398440	DB11121
CHEMBL2087003	DB12338
CHEMBL38700	DB06236
CHEMBL351132	DB02591
CHEMBL70246	DB13573
CHEMBL1232595	DB03514
CHEMBL851	DB02024
CHEMBL1160594	DB02324
CHEMBL136737	DB13069
CHEMBL2105979	DB19368
CHEMBL450	DB00463
CHEMBL374699	DB03798
CHEMBL1551724	DB04944
CHEMBL374361	DB02333
CHEMBL136497	DB13056
CHEMBL139050	DB02622
CHEMBL216973	DB04605
CHEMBL2105849	DB15926
CHEMBL1528	DB09325
CHEMBL2103983	DB11153
CHEMBL1200718	DB09104
CHEMBL2021423	DB00653
CHEMBL1200689	DB00435
CHEMBL446209	DB19783
CHEMBL240773	DB19663
CHEMBL25948	DB20280
CHEMBL2104639	DB21114
CHEMBL2105110	DB20518
CHEMBL2106360	DB20612
CHEMBL1231107	DB20549
CHEMBL2105219	DB20175
CHEMBL2105200	DB20770
CHEMBL2104342	DB21167
CHEMBL2009696	DB20764
CHEMBL24944	DB20138
CHEMBL2106799	DB19916
CHEMBL153867	DB20620
CHEMBL2105583	DB19984
CHEMBL2104135	DB19865
CHEMBL2107117	DB20070
CHEMBL83894	DB19807
CHEMBL2105043	DB21337
CHEMBL2107063	DB19536
CHEMBL2103902	DB19685
CHEMBL2106099	DB21335
CHEMBL295409	DB19607
CHEMBL2106981	DB19472
CHEMBL507584	DB20212
CHEMBL2105449	DB20774
CHEMBL165090	DB20556
CHEMBL2105947	DB19754
CHEMBL1165411	DB20847
CHEMBL31400	DB20769
CHEMBL13134	DB20083
CHEMBL2104181	DB19678
CHEMBL472561	DB20317
CHEMBL83520	DB19912
CHEMBL2104564	DB21117
CHEMBL2104509	DB19708
CHEMBL2105194	DB21340
CHEMBL1233800	DB20395
CHEMBL279867	DB21275
CHEMBL2107292	DB20132
CHEMBL77131	DB19537
CHEMBL259972	DB21153
CHEMBL11252	DB20261
CHEMBL343803	DB20786
CHEMBL2105337	DB21139
CHEMBL2105974	DB19465
CHEMBL485687	DB21423
CHEMBL414	DB19764
CHEMBL70088	DB20575
CHEMBL1591365	DB19985
CHEMBL322832	DB20750
CHEMBL151938	DB21138
CHEMBL38992	DB19706
CHEMBL1193886	DB20887
CHEMBL2110884	DB20957
CHEMBL3990567	DB19481
CHEMBL2104885	DB20790
CHEMBL2105172	DB20147
CHEMBL1908306	DB19825
CHEMBL2104863	DB20315
CHEMBL2106942	DB21431
CHEMBL2107479	DB20988
CHEMBL2104893	DB21176
CHEMBL2107326	DB19918
CHEMBL2107776	DB19931
CHEMBL2104330	DB19598
CHEMBL1742426	DB20168
CHEMBL1256183	DB21328
CHEMBL50262	DB20264
CHEMBL2111068	DB20638
CHEMBL29835	DB20389
CHEMBL36565	DB20510
CHEMBL2107287	DB20257
CHEMBL29741	DB21123
CHEMBL10445	DB21428
CHEMBL2104526	DB19996
CHEMBL281164	DB19929
CHEMBL3989883	DB20343
CHEMBL280531	DB20839
CHEMBL2106511	DB20523
CHEMBL1983100	DB19808
CHEMBL5095264	DB21551
CHEMBL3609327	DB31734
CHEMBL1242035	DB19558
CHEMBL2104034	DB20668
CHEMBL4594218	DB20844
CHEMBL2106233	DB20501
CHEMBL4752870	DB21510
CHEMBL4760665	DB21489
CHEMBL342372	DB20873
CHEMBL2106113	DB21251
CHEMBL217642	DB21134
CHEMBL1183060	DB20562
CHEMBL1191989	DB19543
CHEMBL5187177	DB21596
CHEMBL1315136	DB19732
CHEMBL1394319	DB19980
CHEMBL2104311	DB20454
CHEMBL1185703	DB19503
CHEMBL2110835	DB19937
CHEMBL2110969	DB20837
CHEMBL2105098	DB20758
CHEMBL2106430	DB21256
CHEMBL2111079	DB21269
CHEMBL2105334	DB20614
CHEMBL1553945	DB19518
CHEMBL3989579	DB20253
CHEMBL2104260	DB19638
CHEMBL2107068	DB21044
CHEMBL1402420	DB19795
CHEMBL2106899	DB19772
CHEMBL2106328	DB20032
CHEMBL2106771	DB19520
CHEMBL2105129	DB19674
CHEMBL2105462	DB21347
CHEMBL2104812	DB20208
CHEMBL2106128	DB19927
CHEMBL2104532	DB19628
CHEMBL2106460	DB19848
CHEMBL2105433	DB19749
CHEMBL2106498	DB19851
CHEMBL2105926	DB19933
CHEMBL2104760	DB20185
CHEMBL3989428	DB21355
CHEMBL2105875	DB19857
CHEMBL2106358	DB20895
CHEMBL2104267	DB20060
CHEMBL2110911	DB20788
CHEMBL2104989	DB20348
CHEMBL5095058	DB21503
CHEMBL3962292	DB21658
CHEMBL3989668	DB21359
CHEMBL1316321	DB21157
CHEMBL5314435	DB21573
CHEMBL2103926	DB21239
CHEMBL5095106	DB21580
CHEMBL3989935	DB20525
CHEMBL2107684	DB20783
CHEMBL6029929	DB20502
CHEMBL2107060	DB20924
CHEMBL6068070	DB21671
CHEMBL5095224	DB21465
CHEMBL2111024	DB20242
CHEMBL2107484	DB19831
CHEMBL6164856	DB21494
CHEMBL2268847	DB32726
CHEMBL3707282	DB13786
CHEMBL3989480	DB11110
CHEMBL3989523	DB09546
CHEMBL458926	DB08139
CHEMBL1234033	DB08114
CHEMBL39	DB08839
CHEMBL395336	DB02315
CHEMBL42710	DB09086
CHEMBL337577	DB03240
CHEMBL525239	DB11337
CHEMBL272690	DB03663
CHEMBL477	DB00640
CHEMBL46439	DB08654
CHEMBL51969	DB06838
CHEMBL3918017	DB05885
CHEMBL4802144	DB15601
CHEMBL328560	DB08329
CHEMBL1697759	DB13417
CHEMBL329091	DB15671
CHEMBL1574	DB00191
CHEMBL1201260	DB00217
CHEMBL4297291	DB11944
CHEMBL593335	DB03835
CHEMBL278663	DB01472
CHEMBL1749	DB14600
CHEMBL72388	DB01995
CHEMBL1543	DB00143
CHEMBL449810	DB15956
CHEMBL476960	DB04878
CHEMBL273101	DB07802
CHEMBL97972	DB13603
CHEMBL1332032	DB08814
CHEMBL3707254	DB13475
CHEMBL82411	DB07950
CHEMBL1908307	DB13228
CHEMBL797	DB00832
CHEMBL539640	DB07259
CHEMBL1530581	DB14202
CHEMBL1200359	DB06821
CHEMBL99203	DB04604
CHEMBL372283	DB17733
CHEMBL1527608	DB09273
CHEMBL4298157	DB17261
CHEMBL1236524	DB11676
CHEMBL1206050	DB17298
CHEMBL1377	DB01131
CHEMBL454	DB00241
CHEMBL1738	DB00380
CHEMBL276443	DB13285
CHEMBL1164951	DB03486
CHEMBL441	DB00599
CHEMBL3884248	DB15098
CHEMBL219695	DB08257
CHEMBL6068510	DB18153
CHEMBL1231533	DB07503
CHEMBL428495	DB01750
CHEMBL109227	DB02627
CHEMBL1483	DB00518
CHEMBL334226	DB02752
CHEMBL64545	DB13758
CHEMBL2105391	DB13632
CHEMBL194378	DB11664
CHEMBL148	DB01598
CHEMBL1413	DB01188
CHEMBL1788388	DB13332
CHEMBL2104314	DB14074
CHEMBL100622	DB08960
CHEMBL290106	DB04813
CHEMBL473489	DB03118
CHEMBL973	DB08880
CHEMBL261777	DB07614
CHEMBL106	DB00196
CHEMBL380888	DB07100
CHEMBL1200910	DB14033
CHEMBL4650733	DB17121
CHEMBL1240977	DB13670
CHEMBL2151437	DB12145
CHEMBL4297369	DB12311
CHEMBL2105131	DB13405
CHEMBL1411	DB12406
CHEMBL1650564	DB11528
CHEMBL1002	DB13139
CHEMBL122055	DB06935
CHEMBL154111	DB01399
CHEMBL1617398	DB11518
CHEMBL229264	DB07286
CHEMBL165	DB02709
CHEMBL168634	DB08265
CHEMBL136800	DB06247
CHEMBL2103764	DB13504
CHEMBL286738	DB02292
CHEMBL2036958	DB12433
CHEMBL4079759	DB16909
CHEMBL7413	DB00474
CHEMBL177749	DB07739
CHEMBL204593	DB07290
CHEMBL880	DB00426
CHEMBL2107465	DB06422
CHEMBL161204	DB17993
CHEMBL305380	DB08808
CHEMBL212218	DB07620
CHEMBL7064	DB01782
CHEMBL450940	DB06832
CHEMBL117	DB15581
CHEMBL151	DB15584
CHEMBL4802150	DB19039
CHEMBL3184657	DB15117
CHEMBL484726	DB08088
CHEMBL680	DB00833
CHEMBL57997	DB12919
CHEMBL1479848	DB19387
CHEMBL5095218	DB18963
CHEMBL2107832	DB14904
CHEMBL1201281	DB07565
CHEMBL1070	DB00461
CHEMBL2218922	DB09187
CHEMBL3183117	DB14082
CHEMBL406254	DB02495
CHEMBL1899506	DB13474
CHEMBL4467168	DB18082
CHEMBL3426621	DB13165
CHEMBL1201261	DB09340
CHEMBL2107381	DB09144
CHEMBL7010	DB01463
CHEMBL1566956	DB13419
CHEMBL266195	DB00866
CHEMBL146	DB16863
CHEMBL13	DB00264
CHEMBL1230134	DB07058
CHEMBL376044	DB08481
CHEMBL4296717	DB12392
CHEMBL1082	DB01060
CHEMBL259420	DB08461
CHEMBL207701	DB06958
CHEMBL255231	DB16213
CHEMBL505147	DB11719
CHEMBL2106537	DB09197
CHEMBL406821	DB07876
CHEMBL839	DB00521
CHEMBL80386	DB17988
CHEMBL1235556	DB08449
CHEMBL10413	DB02132
CHEMBL409038	DB08707
CHEMBL1444	DB01006
CHEMBL95431	DB11960
CHEMBL479032	DB08379
CHEMBL425646	DB08087
CHEMBL227745	DB07085
CHEMBL4584534	DB18248
CHEMBL207433	DB11883
CHEMBL3187365	DB06216
CHEMBL1822872	DB17737
CHEMBL4297523	DB12288
CHEMBL2181929	DB15024
CHEMBL510780	DB16897
CHEMBL372303	DB08348
CHEMBL4303368	DB18108
CHEMBL3707362	DB13672
CHEMBL135287	DB07714
CHEMBL465026	DB12293
CHEMBL1201245	DB01237
CHEMBL203407	DB07688
CHEMBL295467	DB09186
CHEMBL1951706	DB01512
CHEMBL1200932	DB08947
CHEMBL374936	DB07067
CHEMBL515387	DB08382
CHEMBL1950554	DB04853
CHEMBL1201237	DB01210
CHEMBL1323699	DB11570
CHEMBL1229855	DB06939
CHEMBL67158	DB03677
CHEMBL1172736	DB12991
CHEMBL264702	DB07663
CHEMBL421	DB00795
CHEMBL3544537	DB14232
CHEMBL1465	DB00946
CHEMBL4297294	DB15173
CHEMBL4650352	DB19222
CHEMBL1018	DB00890
CHEMBL16901	DB19283
CHEMBL278703	DB07933
CHEMBL3544913	DB11706
CHEMBL4081711	DB15143
CHEMBL64676	DB04470
CHEMBL1231453	DB07485
CHEMBL3109802	DB16243
CHEMBL217899	DB11681
CHEMBL656	DB00497
CHEMBL187718	DB07867
CHEMBL228369	DB08032
CHEMBL206109	DB07685
CHEMBL1628569	DB06538
CHEMBL4297334	DB14805
CHEMBL4297312	DB12057
CHEMBL7002	DB09201
CHEMBL482950	DB12572
CHEMBL487465	DB13120
CHEMBL5314565	DB18154
CHEMBL423	DB00195
CHEMBL1230547	DB07225
CHEMBL6068016	DB16027
CHEMBL292963	DB07450
CHEMBL491429	DB07326
CHEMBL10372	DB08772
CHEMBL305785	DB07295
CHEMBL2263632	DB16049
CHEMBL4297506	DB11985
CHEMBL1628688	DB06629
CHEMBL251074	DB14055
CHEMBL3137332	DB12011
CHEMBL3989908	DB13874
CHEMBL5095229	DB18041
CHEMBL198362	DB06228
CHEMBL4762845	DB17297
CHEMBL4297435	DB14898
CHEMBL2107720	DB08940
CHEMBL1201218	DB14725
CHEMBL377300	DB11958
CHEMBL403673	DB07251
CHEMBL218289	DB08672
CHEMBL1236788	DB08741
CHEMBL1365675	DB11373
CHEMBL119443	DB01253
CHEMBL531	DB01186
CHEMBL46102	DB08806
CHEMBL13254	DB12312
CHEMBL335062	DB01530
CHEMBL214253	DB04608
CHEMBL249973	DB04867
CHEMBL157105	DB07975
CHEMBL203836	DB04583
CHEMBL380373	DB08097
CHEMBL202930	DB07078
CHEMBL4297583	DB16690
CHEMBL1230001	DB06985
CHEMBL408194	DB12191
CHEMBL435128	DB08502
CHEMBL1090173	DB07943
CHEMBL215344	DB03672
CHEMBL1452696	DB13364
CHEMBL440298	DB16775
CHEMBL399530	DB07594
CHEMBL85860	DB01807
CHEMBL2103778	DB04885
CHEMBL1201046	DB00923
CHEMBL4297615	DB14867
CHEMBL200177	DB12238
CHEMBL3330226	DB14821
CHEMBL401974	DB07062
CHEMBL1679	DB00650
CHEMBL4471306	DB19160
CHEMBL22077	DB14061
CHEMBL254071	DB14129
CHEMBL3337527	DB12059
CHEMBL1774461	DB09149
CHEMBL35306	DB12939
CHEMBL157138	DB00589
CHEMBL368347	DB12179
CHEMBL584852	DB11378
CHEMBL6367	DB01951
CHEMBL2110784	DB13342
CHEMBL152067	DB11770
CHEMBL1208422	DB11182
CHEMBL2287680	DB15006
CHEMBL3301593	DB11923
CHEMBL4297214	DB16300
CHEMBL4802146	DB18203
CHEMBL550348	DB01609
CHEMBL93747	DB09199
CHEMBL478464	DB07486
CHEMBL263143	DB07156
CHEMBL518647	DB07414
CHEMBL487417	DB16836
CHEMBL498485	DB12672
CHEMBL4297286	DB12419
CHEMBL277577	DB06873
CHEMBL4072132	DB16938
CHEMBL5095259	DB18708
CHEMBL504535	DB12354
CHEMBL385587	DB07847
CHEMBL1614652	DB06506
CHEMBL716	DB01224
CHEMBL1626	DB00283
CHEMBL427896	DB07049
CHEMBL273453	DB04630
CHEMBL2107723	DB12482
CHEMBL452329	DB13958
CHEMBL281211	DB17022
CHEMBL497318	DB14734
CHEMBL1823518	DB12762
CHEMBL232942	DB06972
CHEMBL294029	DB06440
CHEMBL464235	DB18073
CHEMBL2364611	DB11911
CHEMBL233992	DB08174
CHEMBL293526	DB04971
CHEMBL5314386	DB13062
CHEMBL4297542	DB11987
CHEMBL4297591	DB15183
CHEMBL219445	DB08391
CHEMBL3188551	DB11795
CHEMBL51	DB12465
CHEMBL1111	DB06403
CHEMBL573306	DB06847
CHEMBL3808948	DB16821
CHEMBL4297470	DB15191
CHEMBL478649	DB07835
CHEMBL237337	DB08504
CHEMBL5095220	DB18982
CHEMBL1997663	DB13645
CHEMBL398615	DB13591
CHEMBL122270	DB05137
CHEMBL1201362	DB11750
CHEMBL509924	DB09095
CHEMBL1884833	DB13759
CHEMBL2364619	DB15241
CHEMBL521105	DB07801
CHEMBL90983	DB12226
CHEMBL3348932	DB15578
CHEMBL4297266	DB12133
CHEMBL418471	DB03917
CHEMBL2106096	DB15827
CHEMBL1187011	DB11594
CHEMBL4538666	DB18250
CHEMBL270875	DB07457
CHEMBL3785909	DB15639
CHEMBL429023	DB11457
CHEMBL4802141	DB05616
CHEMBL188865	DB07967
CHEMBL128748	DB06133
CHEMBL3105156	DB16761
CHEMBL1963681	DB06237
CHEMBL3301604	DB12462
CHEMBL4297181	DB12167
CHEMBL4303209	DB16288
CHEMBL4297625	DB15048
CHEMBL1950651	DB12295
CHEMBL1476022	DB13981
CHEMBL150261	DB04288
CHEMBL214920	DB13608
CHEMBL1091	DB14539
CHEMBL581	DB14207
CHEMBL184618	DB00452
CHEMBL303950	DB08204
CHEMBL4297215	DB15675
CHEMBL2106889	DB15883
CHEMBL1738699	DB12206
CHEMBL4514636	DB16167
CHEMBL3937907	DB16073
CHEMBL3793226	DB15345
CHEMBL452587	DB07619
CHEMBL4303411	DB16249
CHEMBL2387080	DB12108
CHEMBL4297493	DB16110
CHEMBL502	DB00843
CHEMBL2159227	DB18953
CHEMBL1207745	DB05229
CHEMBL254328	DB05812
CHEMBL3707220	DB12990
CHEMBL5314422	DB18111
CHEMBL205596	DB02659
CHEMBL1222017	DB04194
CHEMBL1957287	DB11852
CHEMBL562318	DB08387
CHEMBL4303729	DB16038
CHEMBL48361	DB14726
CHEMBL392990	DB07146
CHEMBL507674	DB01329
CHEMBL1997373	DB05806
CHEMBL182323	DB07973
CHEMBL489095	DB12567
CHEMBL2087337	DB12702
CHEMBL2103849	DB06267
CHEMBL3989872	DB11784
CHEMBL420910	DB01773
CHEMBL1624075	DB11583
CHEMBL372764	DB06641
CHEMBL255590	DB06962
CHEMBL2005186	DB16703
CHEMBL4303142	DB06212
CHEMBL193264	DB08730
CHEMBL91397	DB11614
CHEMBL1921847	DB12341
CHEMBL4298128	DB15444
CHEMBL281786	DB01548
CHEMBL4297633	DB12043
CHEMBL120643	DB12647
CHEMBL1200562	DB14544
CHEMBL178	DB00694
CHEMBL343892	DB01745
CHEMBL2105631	DB05519
CHEMBL1237046	DB01301
CHEMBL437747	DB02388
CHEMBL4297423	DB15151
CHEMBL2106554	DB18737
CHEMBL3221237	DB16244
CHEMBL3707312	DB12605
CHEMBL3039523	DB12170
CHEMBL6966	DB00661
CHEMBL1601669	DB01436
CHEMBL2106905	DB13487
CHEMBL307747	DB04098
CHEMBL286991	DB17028
CHEMBL428971	DB16853
CHEMBL4567446	DB18956
CHEMBL181936	DB07567
CHEMBL3989850	DB09534
CHEMBL51149	DB12923
CHEMBL1536	DB00153
CHEMBL4297639	DB14883
CHEMBL2029422	DB17200
CHEMBL44426	DB05414
CHEMBL1276308	DB00834
CHEMBL9194	DB06199
CHEMBL5314461	DB18774
CHEMBL278315	DB02424
CHEMBL49563	DB14476
CHEMBL1162545	DB04343
CHEMBL16081	DB02736
CHEMBL1098319	DB09110
CHEMBL38827	DB06708
CHEMBL228814	DB06188
CHEMBL429852	DB02581
CHEMBL1209734	DB11966
CHEMBL1658	DB01256
CHEMBL2107067	DB13946
CHEMBL1231723	DB06811
CHEMBL184041	DB06521
CHEMBL3900554	DB15291
CHEMBL1208155	DB11979
CHEMBL1236068	DB04785
CHEMBL1201229	DB00944
CHEMBL176072	DB03157
CHEMBL322241	DB12178
CHEMBL1240967	DB11871
CHEMBL539697	DB06695
CHEMBL2272031	DB13571
CHEMBL4244843	DB01780
CHEMBL1630578	DB13050
CHEMBL4756129	DB15623
CHEMBL500853	DB15243
CHEMBL834	DB00282
CHEMBL3707258	DB13383
CHEMBL144888	DB03976
CHEMBL3391662	DB09297
CHEMBL4474855	DB12026
CHEMBL451887	DB08889
CHEMBL2110756	DB06587
CHEMBL57375	DB02702
CHEMBL1476500	DB00778
CHEMBL395817	DB16968
CHEMBL1231055	DB01934
CHEMBL39541	DB12730
CHEMBL1908325	DB11459
CHEMBL1232510	DB09308
CHEMBL382300	DB11669
CHEMBL553025	DB00361
CHEMBL2013174	DB12037
CHEMBL2105825	DB13527
CHEMBL1230575	DB13075
CHEMBL1660	DB01201
CHEMBL3186475	DB14110
CHEMBL1231501	DB02202
CHEMBL2104114	DB13071
CHEMBL1515	DB00763
CHEMBL593429	DB11100
CHEMBL58832	DB00174
CHEMBL1232511	DB02856
CHEMBL291747	DB00156
CHEMBL3127326	DB09296
CHEMBL4594427	DB16339
CHEMBL223643	DB14057
CHEMBL501515	DB06749
CHEMBL5272956	DB11340
CHEMBL3188202	DB01612
CHEMBL42336	DB00134
CHEMBL859	DB05262
CHEMBL189362	DB16856
CHEMBL500883	DB04314
CHEMBL12543	DB12521
CHEMBL1651026	DB05875
CHEMBL501259	DB04933
CHEMBL5572171	DB18043
CHEMBL89598	DB01080
CHEMBL38885	DB01898
CHEMBL187835	DB01847
CHEMBL1230861	DB03283
CHEMBL1797128	DB13250
CHEMBL319497	DB03252
CHEMBL258208	DB04733
CHEMBL116296	DB02252
CHEMBL17	DB01144
CHEMBL287556	DB01759
CHEMBL15722	DB01996
CHEMBL1230674	DB02489
CHEMBL196	DB00126
CHEMBL3989560	DB12351
CHEMBL4745523	DB18020
CHEMBL696	DB00593
CHEMBL80830	DB12160
CHEMBL493737	DB12969
CHEMBL1229656	DB02648
CHEMBL1232243	DB04674
CHEMBL119888	DB14026
CHEMBL328910	DB02839
CHEMBL16300	DB01924
CHEMBL354773	DB04406
CHEMBL541253	DB03120
CHEMBL1331366	DB11382
CHEMBL591	DB00189
CHEMBL4297464	DB15326
CHEMBL818	DB06704
CHEMBL448500	DB02192
CHEMBL3707216	DB13549
CHEMBL59	DB00988
CHEMBL53929	DB13251
CHEMBL1364	DB00165
CHEMBL595439	DB01823
CHEMBL1220	DB00911
CHEMBL877	DB00302
CHEMBL4303483	DB00141
CHEMBL134529	DB03657
CHEMBL978	DB06709
CHEMBL9324	DB08837
CHEMBL4297511	DB13107
CHEMBL1082354	DB13659
CHEMBL6993	DB03780
CHEMBL472565	DB11480
CHEMBL1054	DB01021
CHEMBL190801	DB08593
CHEMBL1233464	DB02178
