Purple Book Monthly Historical Data Changes Report - June 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,,,,
N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,License Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Approval Date,Inter. Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,Inter. Supplement Number,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date,Patent List Provided
,Biocon Biologics Inc.,761175,Jobevne,bevacizumab-nwgd,351(k) Biosimilar,100MG/4ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-Apr-25,,bevacizumab,Avastin,,Original,,2324,001,CDER,,,,,,
,Biocon Biologics Inc.,761175,Jobevne,bevacizumab-nwgd,351(k) Biosimilar,400MG/16ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-Apr-25,,bevacizumab,Avastin,,Original,,2324,002,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),3MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,001,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),3.6MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,002,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),4.3MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,003,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),5.2MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,004,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),6.3MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,005,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),7.6MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,006,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),9.1MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,007,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),11MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,008,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),13.3MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Aug-21,,N/A,N/A,,Original,,2165,009,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),0.7MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Jul-25,,N/A,N/A,8,Supplement,,2165,010,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),1.4MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Jul-25,,N/A,N/A,8,Supplement,,2165,011,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),1.8MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Jul-25,,N/A,N/A,8,Supplement,,2165,012,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),2.1MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Jul-25,,N/A,N/A,8,Supplement,,2165,013,CDER,,,,,,
,Ascendis Pharma Endocrinology Division A/S,761177,Skytrofa,lonapegsomatropin-tcgd,351(a),2.5MG,For Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,25-Jul-25,,N/A,N/A,8,Supplement,,2165,014,CDER,,,,,,
,Biogen Inc.,761178,Aduhelm,aducanumab-avwa,351(a),170MG/1.7ML (100MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7-Jun-21,,N/A,N/A,,Original,,1697,001,CDER,,,,,,
,Biogen Inc.,761178,Aduhelm,aducanumab-avwa,351(a),300MG/3ML (100MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7-Jun-21,,N/A,N/A,,Original,,1697,002,CDER,,,,,,
,Jazz Pharmaceuticals Ireland Limited,761179,Rylaze,asparaginase erwinia chrysanthemi (recombinant)-rywn,351(a),10MG/0.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,30-Jun-21,,N/A,N/A,,Original,,2167,001,CDER,,,,,,
,LEO Pharma A/S,761180,Adbry,tralokinumab-ldrm,351(a),150MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Dec-21,,N/A,N/A,,Original,,2169,001,CDER,,,,,,
,LEO Pharma A/S,761180,Adbry,tralokinumab-ldrm,351(a),300MG/2ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,12-Jun-24,,N/A,N/A,5,Supplement,,2169,002,CDER,,,,,,
,"Regeneron Pharmaceuticals, Inc.",761181,Evkeeza,evinacumab-dgnb,351(a),345MG/2.3ML (150MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-21,,N/A,N/A,,Original,,1760,001,CDER,,,,,21-Mar-30,
,"Regeneron Pharmaceuticals, Inc.",761181,Evkeeza,evinacumab-dgnb,351(a),"1,200MG/8ML (150MG/ML)",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-21,,N/A,N/A,,Original,,1760,002,CDER,,,,,21-Mar-30,
,"Provention Bio, Inc.",761183,Tzield,teplizumab-mzwv,351(a),2MG/2ML (1MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,17-Nov-22,,N/A,N/A,,Original,,2170,001,CDER,,,,,17-Nov-29,
,Pfizer Ireland Pharmaceuticals Unlimited Company,761184,Ngenla,somatrogon-ghla,351(a),24MG/1.2ML (20MG/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,27-Jun-23,,N/A,N/A,,Original,,2060,001,CDER,,,,,27-Jun-30,
,Pfizer Ireland Pharmaceuticals Unlimited Company,761184,Ngenla,somatrogon-ghla,351(a),60MG/1.2ML (50MG/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,27-Jun-23,,N/A,N/A,,Original,,2060,002,CDER,,,,,27-Jun-30,
,Biocon Biologics Inc.,761188,Kirsty,insulin aspart-xjhz,351(k) Interchangeable,300UNITS/3ML (100UNITS/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,15-Jul-25,15-Jul-25,insulin aspart,Novolog,,Original, ,2324,001,CDER,,,15-Sep-26,,,
,Biocon Biologics Inc.,761188,Kirsty,insulin aspart-xjhz,351(k) Interchangeable,"1,000UNITS/10ML (100UNITS/ML)",Injection,"Intravenous, Subcutaneous",Multi-Dose Vial,Rx,Licensed,15-Jul-25,15-Jul-25,insulin aspart,Novolog,,Original, ,2324,002,CDER,,,15-Sep-26,,,
,Vericel Corporation,761192,Nexobrid,anacaulase-bcdb,351(a),8.8% (1.94GM),For Topical Gel,Topical,Single-Use Jar,Disc,Licensed,28-Dec-22,,N/A,N/A,,Original,,2010,001,CDER,,,,,15-Aug-31,
,Vericel Corporation,761192,Nexobrid,anacaulase-bcdb,351(a),8.8% (4.85GM),For Topical Gel,Topical,Single-Use Jar,Rx,Licensed,28-Dec-22,,N/A,N/A,,Original,,2010,002,CDER,,,,,15-Aug-31,
,Genzyme Corporation,761194,Nexviazyme,avalglucosidase alfa-ngpt,351(a),100MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Aug-21,,N/A,N/A,,Original,,1596,001,CDER,,,,,,
,Argenx BV,761195,Vyvgart,efgartigimod alfa-fcab,351(a),400MG/20ML (20MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,17-Dec-21,,N/A,N/A,,Original,,2217,001,CDER,,,,,17-Dec-28,
,ADC Therapeutics SA,761196,Zynlonta,loncastuximab tesirine-lpyl,351(a),10MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,23-Apr-21,,N/A,N/A,,Original,,2166,001,CDER,,,,,23-Apr-28,
,"Genentech, Inc.",761197,Susvimo,ranibizumab,351(a),100MG/ML,Injection,Intravitreal,Single-Dose Vial,Rx,Licensed,22-Oct-21,,N/A,N/A,,Original,,1048,001,CDER,,,,,,
,"Bio-Thera Solutions, Ltd.",761198,Avzivi,bevacizumab-tnjn,351(k) Biosimilar,100MG/4ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Dec-23,,bevacizumab,Avastin,,Original,,2218,001,CDER,,,,,,
,"Bio-Thera Solutions, Ltd.",761198,Avzivi,bevacizumab-tnjn,351(k) Biosimilar,400MG/16ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Dec-23,,bevacizumab,Avastin,,Original,,2218,002,CDER,,,,,,
,Biocon Biologics Inc.,761201,Semglee,insulin glargine-yfgn,351(k) Interchangeable,"1,000UNITS/10ML (100UNITS/ML)",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,28-Jul-21,28-Jul-21,insulin glargine,Lantus,,Original, ,2324,001,CDER,,,15-Nov-22,,,
,Biocon Biologics Inc.,761201,Semglee,insulin glargine-yfgn,351(k) Interchangeable,300UNITS/3ML (100UNITS/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,28-Jul-21,28-Jul-21,insulin glargine,Lantus,,Original, ,2324,002,CDER,,,15-Nov-22,,,
,"Samsung Bioepis Co., Ltd.",761202,Byooviz,ranibizumab-nuna,351(k) Interchangeable,10MG/ML,Injection,Intravitreal,Single-Dose Vial,Rx,Licensed,17-Sep-21,3-Oct-23,ranibizumab,Lucentis,,Original,6,2046,001,CDER,,,,,,
,"Amicus Therapeutics US, LLC",761204,Pombiliti,cipaglucosidase alfa-atga,351(a),105MG,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,28-Sep-23,,N/A,N/A,,Original,,2224,001,CDER,,,,,,
,Seagen Inc.,761208,Tivdak,tisotumab vedotin-tftv,351(a),40MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Sep-21,,N/A,N/A,,Original,,2257,001,CDER,,,,,,
,"Janssen Biotech, Inc.",761210,Rybrevant,amivantamab-vmjw,351(a),350MG/7ML (50MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-May-21,,N/A,N/A,,Original,,1864,001,CDER,,,,,,
,Immedica Pharma AB,761211,Loargys,pegzilarginase-nbln,351(a),2MG/0.4ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,23-Feb-26,,N/A,N/A,,Original,,2342,001,CDER,,,,,,
,Immedica Pharma AB,761211,Loargys,pegzilarginase-nbln,351(a),5MG/ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,23-Feb-26,,N/A,N/A,,Original,,2342,002,CDER,,,,,,
,Lupin Limited (Biotech Division),761212,Armlupeg,pegfilgrastim-unne,351(k) Biosimilar,6MG/0.6ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,28-Nov-25,,pegfilgrastim,Neulasta,,Original,,2052,001,CDER,,,,,,
,Eli Lilly and Company,761215,Rezvoglar,insulin glargine-aglr,351(k) Interchangeable,300UNITS/3ML (100UNITS/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,17-Dec-21,16-Nov-22,insulin glargine,Lantus,,Original, ,1891,001,CDER,,,,,,
,Hong Kong King-Friend Industrial Company Limited,761216,Yusimry,adalimumab-aqvh,351(k) Biosimilar,40MG/0.8ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,17-Dec-21,,adalimumab,Humira,,Original,,2375,001,CDER,,,,,,
,Hong Kong King-Friend Industrial Company Limited,761216,Yusimry,adalimumab-aqvh,351(k) Biosimilar,40MG/0.8ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,27-Feb-23,,adalimumab,Humira,1,Supplement,,2375,002,CDER,,,,,,
,"CELLTRION, Inc.",761219,Yuflyma,adalimumab-aaty,351(k) Interchangeable,40MG/0.4ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,23-May-23,21-May-25,adalimumab,Humira,,Original,16,1996,001,CDER,,,,,,
,"CELLTRION, Inc.",761219,Yuflyma,adalimumab-aaty,351(k) Interchangeable,40MG/0.4ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,23-May-23,20-May-25,adalimumab,Humira,,Original,9,1996,002,CDER,,,,,,
,"CELLTRION, Inc.",761219,Yuflyma,adalimumab-aaty,351(k) Interchangeable,80MG/0.8ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,29-Sep-23,21-May-25,adalimumab,Humira,1,Supplement,16,1996,003,CDER,,,,,,
,"CELLTRION, Inc.",761219,Yuflyma,adalimumab-aaty,351(k) Interchangeable,80MG/0.8ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,29-Sep-23,7-Apr-25,adalimumab,Humira,1,Supplement,17,1996,004,CDER,,,,,,
,"CELLTRION, Inc.",761219,Yuflyma,adalimumab-aaty,351(k) Interchangeable,20MG/0.2ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,29-Sep-23,7-Apr-25,adalimumab,Humira,1,Supplement,17,1996,005,CDER,,,,,,
,AstraZeneca AB,761224,Tezspire,tezepelumab-ekko,351(a),210MG/1.91ML (110MG/ML),Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,17-Dec-21,,N/A,N/A,,Original,,2059,001,CDER,,,,,,
,AstraZeneca AB,761224,Tezspire,tezepelumab-ekko,351(a),210MG/1.91ML (110MG/ML),Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,17-Dec-21,,N/A,N/A,,Original,,2059,002,CDER,,,,,,
,AstraZeneca AB,761224,Tezspire,tezepelumab-ekko,351(a),210MG/1.91ML (110MG/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,1-Feb-23,,N/A,N/A,1,Supplement,,2059,003,CDER,,,,,,
,"Hugel, Inc.",761225,Letybo,letibotulinumtoxinA-wlbg,351(a),50UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Feb-24,,N/A,N/A,,Original,,2237,001,CDER,,,,,,
,"Hugel, Inc.",761225,Letybo,letibotulinumtoxinA-wlbg,351(a),100UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Feb-24,,N/A,N/A,,Original,,2237,002,CDER,,,,,,
,Immunocore Limited,761228,Kimmtrak,tebentafusp-tebn,351(a),100MCG/0.5ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,25-Jan-22,,N/A,N/A,,Original,,2239,001,CDER,,,,,25-Jan-29,
,Amneal Pharmaceuticals LLC,761231,Alymsys,bevacizumab-maly,351(k) Biosimilar,100MG/4ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Apr-22,,bevacizumab,Avastin,,Original,,2241,001,CDER,,,,,,
,Amneal Pharmaceuticals LLC,761231,Alymsys,bevacizumab-maly,351(k) Biosimilar,400MG/16ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Apr-22,,bevacizumab,Avastin,,Original,,2241,002,CDER,,,,,,
,"BeiGene USA, Inc.",761232,Tevimbra,tislelizumab-jsgr,351(a),100MG/10ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Mar-24,,N/A,N/A,,Original,,2232,001,CDER,,,,,3-Mar-32,
,Bristol-Myers Squibb Company,761234,Opdualag,nivolumab and relatlimab-rmbw,351(a),"240MG, 80MG/20ML (12MG, 4MG/ML)",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,18-Mar-22,,N/A,N/A,,Original,,1713,001,CDER,,,,,18-Mar-29,
,"Genentech, Inc.",761235,Vabysmo,faricimab-svoa,351(a),6MG/0.05ML (120MG/ML),Injection,Intravitreal,Single-Dose Vial,Rx,Licensed,28-Jan-22,,N/A,N/A,,Original,,1048,001,CDER,,,,,,
,"Genentech, Inc.",761235,Vabysmo,faricimab-svoa,351(a),6MG/0.05ML (120MG/ML),Injection,Intravitreal,Pre-Filled Syringe,Rx,Licensed,9-Jul-24,,N/A,N/A,5,Supplement,,1048,002,CDER,,,,,,
,"TG Therapeutics, Inc.",761238,Briumvi,ublituximab-xiiy,351(a),150MG/6ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,28-Dec-22,,N/A,N/A,,Original,,2090,001,CDER,,,,,,
,"Coherus BioSciences, Inc.",761240,Loqtorzi,toripalimab-tpzi,351(a),240MG/6ML (40MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,27-Oct-23,,N/A,N/A,,Original,,2023,001,CDER,,,,,27-Oct-30,
,LEO Pharma A/S,761244,Spevigo,spesolimab-sbzo,351(a),450MG/7.5ML (60MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,1-Sep-22,,N/A,N/A,,Original,,2169,001,CDER,,,,,18-Mar-31,
,LEO Pharma A/S,761244,Spevigo,spesolimab-sbzo,351(a),150MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,18-Mar-24,,N/A,N/A,3,Supplement,,2169,002,CDER,,,,,18-Mar-31,
,LEO Pharma A/S,761244,Spevigo,spesolimab-sbzo,351(a),300MG/2ML (150MG/ML),Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,28-May-25,,N/A,N/A,4,Supplement,,2169,003,CDER,,,,,18-Mar-31,
,Eli Lilly and Company,761248,Kisunla,donanemab-azbt,351(a),350MG/20ML (17.5MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,2-Jul-24,,N/A,N/A,,Original,,1891,001,CDER,,,,,,
,"Fresenius Kabi USA, LLC",761255,Idacio,adalimumab-aacf,351(k) Biosimilar,40MG/0.8ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,13-Dec-22,,adalimumab,Humira,,Original,,2146,001,CDER,,,,,,
,"Fresenius Kabi USA, LLC",761255,Idacio,adalimumab-aacf,351(k) Biosimilar,40MG/0.8ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,13-Dec-22,,adalimumab,Humira,,Original,,2146,002,CDER,,,,,,
,"Fresenius Kabi USA, LLC",761255,Idacio,adalimumab-aacf,351(k) Biosimilar,40MG/0.8ML,Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,5-Jan-24,,adalimumab,Humira,,Original,,2146,003,CDER,,,,,,
,"Akeso Biopharma Co., Ltd.",761258,N/A,penpulimab-kcqx,351(a),100MG/10ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,23-Apr-25,,N/A,N/A,,Original,,2253,001,CDER,,,,,,
,Genzyme Corporation,761261,Xenpozyme,olipudase alfa-rpcp,351(a),20MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Aug-22,,N/A,N/A,,Original,,1596,001,CDER,,,,,31-Aug-29,
,Genzyme Corporation,761261,Xenpozyme,olipudase alfa-rpcp,351(a),4MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Mar-23,,N/A,N/A,1,Supplement,,1596,002,CDER,,,,,31-Aug-29,
,AbbVie Inc.,761262,Skyrizi,risankizumab-rzaa,351(a),600MG/10ML (60MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,16-Jun-22,,N/A,N/A,,Original,,1889,001,CDER,,,,,,
,"Genentech, Inc.",761263,Lunsumio,mosunetuzumab-axgb,351(a),1MG/ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Dec-22,,N/A,N/A,,Original,,1048,001,CDER,,,,,22-Dec-29,
,"Genentech, Inc.",761263,Lunsumio,mosunetuzumab-axgb,351(a),30MG/30ML (1MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Dec-22,,N/A,N/A,,Original,,1048,002,CDER,,,,,22-Dec-29,
,"Genentech, Inc.",761263,Lunsumio Velo,mosunetuzumab-axgb,351(a),5MG/0.5ML,Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,19-Dec-25,,N/A,N/A,6,Supplement,,1048,003,CDER,,,,,22-Dec-29,
,"Genentech, Inc.",761263,Lunsumio Velo,mosunetuzumab-axgb,351(a),45MG/ML,Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,19-Dec-25,,N/A,N/A,6,Supplement,,1048,004,CDER,,,,,22-Dec-29,
,"CELLTRION, Inc.",761268,Vegzelma,bevacizumab-adcd,351(k) Biosimilar,100MG/4ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,27-Sep-22,,bevacizumab,Avastin,,Original,,1996,001,CDER,,,,,,
,"CELLTRION, Inc.",761268,Vegzelma,bevacizumab-adcd,351(k) Biosimilar,400MG/16ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,27-Sep-22,,bevacizumab,Avastin,,Original,,1996,002,CDER,,,,,,
,"Eisai, Incorporated",761269,Leqembi,lecanemab-irmb,351(a),200MG/2ML (100MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Jan-23,,N/A,N/A,,Original,,1862,001,CDER,,,,,,
,"Eisai, Incorporated",761269,Leqembi,lecanemab-irmb,351(a),500MG/5ML (100MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Jan-23,,N/A,N/A,,Original,,1862,002,CDER,,,,,,
,Biocon Biologics Inc.,761274,Yesafili,aflibercept-jbvf,351(k) Interchangeable,2MG/0.05ML,Injection,Intravitreal,Single-Dose Vial,Rx,Licensed,20-May-24,20-May-24,aflibercept,Eylea,,Original, ,2324,001,CDER,,,22-Oct-26,,,
,Biocon Biologics Inc.,761274,Yesafili,aflibercept-jbvf,351(k) Biosimilar,2MG/0.05ML,Injection,Intravitreal,Pre-Filled Syringe,Rx,Licensed,13-Jan-26,,aflibercept,Eylea,1,Supplement,,2324,002,CDER,,,,,,
,"Fresenius Kabi USA, LLC",761275,Tyenne,tocilizumab-aazg,351(k) Biosimilar,80MG/4ML (20MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,5-Mar-24,,tocilizumab,Actemra,,Original,,2146,001,CDER,,,,,,
,"Fresenius Kabi USA, LLC",761275,Tyenne,tocilizumab-aazg,351(k) Biosimilar,200MG/10ML (20MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,5-Mar-24,,tocilizumab,Actemra,,Original,,2146,002,CDER,,,,,,
,"Fresenius Kabi USA, LLC",761275,Tyenne,tocilizumab-aazg,351(k) Biosimilar,400MG/20ML (20MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,5-Mar-24,,tocilizumab,Actemra,,Original,,2146,003,CDER,,,,,,
,Chiesi Farmaceutici S.p.A.,761278,Lamzede,velmanase alfa-tycv,351(a),10MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,16-Feb-23,,N/A,N/A,,Original,,2245,001,CDER,,,,,16-Feb-30,
,Eli Lilly and Company,761279,Omvoh,mirikizumab-mrkz,351(a),300MG/15ML (20MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,26-Oct-23,,N/A,N/A,,Original,,1891,001,CDER,,,,,,
,Eli Lilly and Company,761279,Omvoh,mirikizumab-mrkz,351(a),100MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,26-Oct-23,,N/A,N/A,,Original,,1891,002,CDER,,,,,,
,Eli Lilly and Company,761279,Omvoh,mirikizumab-mrkz,351(a),100MG/ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,15-Jan-25,,N/A,N/A,2,Supplement,,1891,003,CDER,,,,,,
,Eli Lilly and Company,761279,Omvoh,mirikizumab-mrkz,351(a),200MG/2ML (100MG/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,15-Jan-25,,N/A,N/A,2,Supplement,,1891,004,CDER,,,,,,
,Eli Lilly and Company,761279,Omvoh,mirikizumab-mrkz,351(a),200MG/2ML (100MG/ML),Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,15-Jan-25,,N/A,N/A,2,Supplement,,1891,005,CDER,,,,,,
,Amgen Inc.,761285,Wezlana,ustekinumab-auub,351(k) Interchangeable,45MG/0.5ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,31-Oct-23,31-Oct-23,ustekinumab,Stelara,,Original, ,1080,001,CDER,,,30-Apr-25,,,
,Amgen Inc.,761285,Wezlana,ustekinumab-auub,351(k) Interchangeable,90MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,31-Oct-23,31-Oct-23,ustekinumab,Stelara,,Original, ,1080,002,CDER,,,30-Apr-25,,,
,Amgen Inc.,761285,Wezlana,ustekinumab-auub,351(k) Interchangeable,45MG/0.5ML,Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,31-Oct-23,31-Oct-23,ustekinumab,Stelara,,Original, ,1080,003,CDER,,,30-Apr-25,,,
,Amgen Inc.,761285,Wezlana,ustekinumab-auub,351(k) Biosimilar,45MG/0.5ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,26-Dec-24,,ustekinumab,Stelara,1,Supplement,,1080,004,CDER,,,,,,
,Amgen Inc.,761285,Wezlana,ustekinumab-auub,351(k) Biosimilar,90MG/ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,26-Dec-24,,ustekinumab,Stelara,1,Supplement,,1080,005,CDER,,,,,,
,"UCB, Inc.",761286,Rystiggo,rozanolixizumab-noli,351(a),280MG/2ML (140MG/ML),Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,26-Jun-23,,N/A,N/A,,Original,,1736,001,CDER,,,,,26-Jun-30,
,"UCB, Inc.",761286,Rystiggo,rozanolixizumab-noli,351(a),420MG/3ML (140MG/ML),Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,14-Jun-24,,N/A,N/A,1,Supplement,,1736,002,CDER,,,,,26-Jun-30,
,"UCB, Inc.",761286,Rystiggo,rozanolixizumab-noli,351(a),560MG/4ML (140MG/ML),Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,14-Jun-24,,N/A,N/A,1,Supplement,,1736,003,CDER,,,,,26-Jun-30,
,"UCB, Inc.",761286,Rystiggo,rozanolixizumab-noli,351(a),840MG/6ML (140MG/ML),Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,14-Jun-24,,N/A,N/A,1,Supplement,,1736,004,CDER,,,,,26-Jun-30,
