Purple Book Monthly Historical Data Changes Report - June 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,,,,
N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,License Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Approval Date,Inter. Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,Inter. Supplement Number,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date,Patent List Provided
,"Bioverativ Therapeutics, Inc.",125771,ALTUVIIIO,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Feb-23,, ,,0,Original,,2078,002,CBER,,,,,22-Feb-30,
,"Bioverativ Therapeutics, Inc.",125771,ALTUVIIIO,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",351(a),750IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Feb-23,, ,,0,Original,,2078,003,CBER,,,,,22-Feb-30,
,"Bioverativ Therapeutics, Inc.",125771,ALTUVIIIO,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Feb-23,, ,,0,Original,,2078,004,CBER,,,,,22-Feb-30,
,"Bioverativ Therapeutics, Inc.",125771,ALTUVIIIO,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",351(a),2000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Feb-23,, ,,0,Original,,2078,005,CBER,,,,,22-Feb-30,
,"Bioverativ Therapeutics, Inc.",125771,ALTUVIIIO,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",351(a),3000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Feb-23,, ,,0,Original,,2078,006,CBER,,,,,22-Feb-30,
,"Bioverativ Therapeutics, Inc.",125771,ALTUVIIIO,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",351(a),4000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Feb-23,, ,,0,Original,,2078,007,CBER,,,,,22-Feb-30,
,CSL Behring LLC,125772,Hemgenix,etranacogene dezaparvovec-drlb,351(a),1X10E13GENOME COPIES/ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Nov-22,, ,,0,Original,,1767,001,CBER,22-Nov-22,,,22-Nov-34,22-Nov-29,
,"Iovance Biotherapeutics, Inc.",125773,AMTAGVI,Lifileucel,351(a),7.5x10^9 to 72x10^9Cells,Suspension,Intravenous,Bag,Rx,Licensed,16-Feb-24,, ,,0,Original,,2298,001,CBER,16-Feb-24,,,16-Feb-36,16-Feb-31,
U,"Krystal Biotech, Inc.",125774,VYJUVEK,beremagene geperpavec-svdt,351(a),5.0x10^9 PFU/mL,Gel,Topical,Single-Dose Vial,Rx,Licensed,19-May-23,, ,,0,Original,,2301,001,CBER,,,,,12-Sep-32,
,GlaxoSmithKline Biologicals,125775,Arexvy,"Respiratory Syncytial Virus Vaccine, Adjuvanted",351(a),120UG/.5ML,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,3-May-23,, ,,0,Original,,1617,001,CBER,3-May-23,,,3-May-35,,
,Octapharma Pharmazeutika Produktionsges.m.b.H.,125776,Balfaxar,"Prothrombin complex concentrate, human-lans",351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Jul-23,, ,,0,Original,,1646,001,CBER,,,,,,
,Octapharma Pharmazeutika Produktionsges.m.b.H.,125776,Balfaxar,"Prothrombin complex concentrate, human-lans",351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Jul-23,, ,,0,Original,,1646,002,CBER,,,,,,
,Valneva Austria GmbH,125777,IXCHIQ,"Chikungunya Vaccine, Live",351(a),3.0 log10 TCID,For Injection,Intramuscular,Single-Dose Vial,Disc,Revoked,9-Nov-23,, ,,0,Original,,1909,001,CBER,,,,,,
,"Sarepta Therapeutics, Inc.",125781,ELEVIDYS,delandistrogene moxeparvovec-rokl,351(a),1.33 ×10E14 vector genomes (vg)/kg/bodyweight(bw),Suspension,Intravenous,Single-Dose Vial,Rx,Licensed,22-Jun-23,, ,,0,Original,,2308,001,CBER,22-Jun-23,,,22-Jun-35,20-Jun-31,
,Pfizer Inc.,125786,BEQVEZ,fidanacogene elaparvovec-dzkt,351(a),1x E13 VG/ML,Suspension,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,25-Apr-24,, ,,0,Original,,2001,001,CBER,25-Apr-24,,,25-Apr-36,25-Apr-31,
,Vertex Pharmaceuticals Inc,125787,Casgevy,Exagamglogene autotemcel,351(a),4-13 × 10^6 CELL/ML,Suspension,Intravenous,Single-Dose Vial,Rx,Licensed,8-Dec-23,, ,,0,Original,,2279,001,CBER,,,,,16-Jan-31,
,Genetix Biotherapeutics Inc.,125788,LYFGENIA,lovotibeglogene autotemcel,351(a),1.7-20x10^6CELL/ML,Suspension,Intravenous,Bag,Rx,Licensed,8-Dec-23,, ,,0,Original,,2425,001,CBER,,,,,8-Dec-30,
,"USWM CT, LLC",125789,tecelra,afamitresgene autoleucel,351(a),2.68 x 10^9 to 10 x 10^9 CELL/ML,Suspension,Intravenous,Bag,Rx,Licensed,1-Aug-24,, ,,0,Original,,2416,001,CBER,1-Aug-24,,,1-Aug-36,1-Aug-31,
,"Takeda Pharmaceuticals U.S.A., Inc.",125795,ADZYNMA,"ADAMTS13, recombinant-krhn",351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-Nov-23,, ,,0,Original,,1898,001,CBER,,,,,9-Nov-30,
,"Takeda Pharmaceuticals U.S.A., Inc.",125795,ADZYNMA,"ADAMTS13, recombinant-krhn",351(a),1500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-Nov-23,, ,,0,Original,,1898,002,CBER,,,,,9-Nov-30,
,"ModernaTX, Inc.",125796,mresvia,Respiratory Syncytial Virus Vaccine,351(a),50UG/.5ML,For Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,31-May-24,, ,,0,Original,,2256,001,CBER,31-May-24,,,31-May-36,,
,Neurotech Pharmaceuticals Inc.,125798,encelto,revakinagene taroretcel-lwey,351(a),"200,000-440,000CELLS/IMPLANT",Implant,Implantation,Capsule,Rx,Licensed,5-Mar-25,, ,,0,Original,,2321,001,CBER,5-Mar-25,,,5-Mar-37,,
,Rocket Pharmaceuticals Inc,125806,kresladi,marnetegragene autotemcel,351(a),0.34 to 6.1 × 10^6 cells/mL (including 0.32 to 6.1 × 10^6 CD34+ cells/mL),Suspension,Intravenous,Bag,Rx,Licensed,26-Mar-26,, ,,0,Original,,2328,001,CBER,,,,,,
,Abeona Therapeutics Inc.,125807,zevaskyn,Prademagene zamikeracel,351(a),41.25CM^2,Cellular Sheet,Topical,Tray & Lid,Rx,Licensed,28-Apr-25,, ,,0,Original,,2329,001,CBER,,,,,28-Apr-32,
,Biotest AG,125810,YIMMUGO,"immune globulin intravenous, human-dira",351(a),5G/50ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Jun-24,, ,,0,Original,,2332,001,CBER,,,,,,
,Biotest AG,125810,YIMMUGO,"immune globulin intravenous, human-dira",351(a),10G/100ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Jun-24,, ,,0,Original,,2332,002,CBER,,,,,,
,Biotest AG,125810,YIMMUGO,"immune globulin intravenous, human-dira",351(a),20G/200ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Jun-24,, ,,0,Original,,2332,003,CBER,,,,,,
,Humacyte Global Inc.,125812,symvess,acellular tissue engineered vessel-tyod,351(a),"6 MM IN INNER DIAMETER,~42 CM LENGTH",Implant,Implantation,Tray & Lid,Rx,Licensed,19-Dec-24,, ,,0,Original,,2336,001,CBER,19-Dec-24,,,19-Dec-36,,
,"Autolus, Inc.",125813,Aucatzyl,Obecabtagene autoleucel,351(a),410 × 10^6CAR+ T CELLS TOTAL; DELIVERED AS A SPLIT DOSE IN 3-5 BAGS ON DAY 1 & 10,Suspension,Intravenous,Bag,Rx,Licensed,8-Nov-24,, ,,0,Original,,2339,001,CBER,8-Nov-24,,,8-Nov-36,8-Nov-31,
,Merck Sharp & Dohme LLC,125814,CAPVAXIVE,Pneumococcal 21-valent Conjugate Vaccine,351(a),84UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,17-Jun-24,, ,,0,Original,,0002,001,CBER,17-Jun-24,,,17-Jun-36,,
,Axogen Corporation,125816,avance nerve graft,acellular nerve allograft-arwx,351(a),"1•LENGTHS: 15 MM, 30 MM, 50 MM, AND 70 MM •DIAMETERS: 1 TO 2 MM, 2 TO 3 MM, 3",Implant,Implantation,Pouch,Rx,Licensed,3-Dec-25,, ,,0,Original,,2340,001,CBER,,,,,,
,Sanofi Vaccines US Inc.,125817,NUVAXOVID,"COVID-19 Vaccine, Adjuvanted",351(a),5UG,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,16-May-25,, ,,0,Original,,1725,001,CBER,,,,,,
,GlaxoSmithKline Biologicals,125819,PENMENVY,"Meningococcal Groups A, B, C, W and Y Vaccine",351(a),25UG/0.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,14-Feb-25,, ,,0,Original,,1617,001,CBER,,,,,,
,Bavarian Nordic A/S,125820,VIMKUNYA,"Chikungunya Vaccine, Recombinant",351(a),40UG/0.8ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,14-Feb-25,, ,,0,Original,,2096,001,CBER,14-Feb-25,,,14-Feb-37,,
,"Kedrion, S.p.A.",125822,QIVIGY,"Immune Globulin Intravenous, Human-kthm, 10% Solution",351(a),5G/50ML,Solution,Intravenous,Single-Dose Vial,Rx,Licensed,26-Sep-25,, ,,0,Original,,1851,001,CBER,,,,,,
,"Kedrion, S.p.A.",125822,QIVIGY,"Immune Globulin Intravenous, Human-kthm, 10% Solution",351(a),10G/100ML,Solution,Intravenous,Single-Dose Vial,Rx,Licensed,26-Sep-25,, ,,0,Original,,1851,002,CBER,,,,,,
U,"Precigen, Inc.",125832,PAPZIMEOS,zopapogene imadenovec-drba,351(a),5x10^11PARTICLE UNITS,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,14-Aug-25,, ,,0,Original,,2364,001,CBER,,,,,14-Aug-32,
,Grifols Therapeutics LLC,125833,FESILTY,"fibrinogen, human–chmt",351(a),1G/50ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,16-Dec-25,, ,,0,Original,,1871,001,CBER,,,,,,
,"ModernaTX, Inc.",125835,mnexspike,"COVID-19 Vaccine, mRNA",351(a),10UG,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,30-May-25,, ,,0,Original,,2256,001,CBER,,,,,,
,Fondazione Telethon Ets,125846,waskyra,etuvetidigene autotemcel,351(a),1.9-11.4x10^6CD34+ CELLS/ML,Solution,Intravenous,Bag,Rx,Licensed,9-Dec-25,, ,,0,Original,,2378,001,CBER,,,,,,
,"Novartis Gene Therapies, Inc.",125856,ITVISMA,onasemnogene abeparvovec-brve,351(a),4x10^13VG/ML,Injection,Intrathecal,Single-Dose Vial,Rx,Licensed,24-Nov-25,, ,,0,Original,,2250,001,CBER,,,,,,
,"Regeneron Pharmaceuticals, Inc.",125874,OTARMENI,lunsotogene parvec-cwha,351(a),3x10^13VG/ML,Suspension,Intracochlear,Single-Dose Vial,Rx,Licensed,23-Apr-26,, ,,0,Original,,1760,001,CBER,,,,,23-Apr-33,
,Ferring Pharmaceuticals Inc.,17016,Novarel,chorionic gonadotropin,351(a),"20,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,15-Jan-74,,N/A,N/A,,Original,,2112,004,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17016,Novarel,chorionic gonadotropin,351(a),"5,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,15-Jan-74,,N/A,N/A,,Original,,2112,006,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17016,Novarel,chorionic gonadotropin,351(a),"10,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,15-Jan-74,,N/A,N/A,,Original,,2112,007,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17016,Novarel,chorionic gonadotropin,351(a),"2,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,27-Dec-84,,N/A,N/A,132,Supplement,,2112,009,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17016,Novarel,chorionic gonadotropin,351(a),"15,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,15-Feb-85,,N/A,N/A,131,Supplement,,2112,010,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17016,Novarel,chorionic gonadotropin,351(a),"2,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,16-Feb-90,,N/A,N/A,136,Supplement,,2112,011,CDER,,,,,,
,"Bel-Mar Laboratories, Inc.",17054,Chorionic Gonadotropin,chorionic gonadotropin,351(a),"5,000UNITS",Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,26-Mar-74,,N/A,N/A,,Original,,2182,001,CDER,,,,,,
,"Bel-Mar Laboratories, Inc.",17054,Chorionic Gonadotropin,chorionic gonadotropin,351(a),"10,000UNITS",Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,26-Mar-74,,N/A,N/A,,Original,,2182,002,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17055,A.P.L.,chorionic gonadotropin,351(a),"5,000UNITS",For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,13-Dec-74,,N/A,N/A,,Original,,2112,001,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17055,A.P.L.,chorionic gonadotropin,351(a),"10,000UNITS",For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,13-Dec-74,,N/A,N/A,,Original,,2112,002,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,17055,A.P.L.,chorionic gonadotropin,351(a),"20,000UNITS",For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,13-Dec-74,,N/A,N/A,,Original,,2112,003,CDER,,,,,,
,"Fresenius Kabi USA, LLC",17067,Chorionic Gonadotropin,chorionic gonadotropin,351(a),"5,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,5-Mar-73,,N/A,N/A,,Original,,2146,001,CDER,,,,,,
,"Fresenius Kabi USA, LLC",17067,Chorionic Gonadotropin,chorionic gonadotropin,351(a),"10,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,5-Mar-73,,N/A,N/A,,Original,,2146,002,CDER,,,,,,
,"Fresenius Kabi USA, LLC",17067,Chorionic Gonadotropin,chorionic gonadotropin,351(a),"15,0000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,5-Mar-73,,N/A,N/A,,Original,,2146,003,CDER,,,,,,
,"Fresenius Kabi USA, LLC",17067,Chorionic Gonadotropin,chorionic gonadotropin,351(a),"20,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Disc,Licensed,5-Mar-73,,N/A,N/A,,Original,,2146,004,CDER,,,,,,
,"EMD Serono, Inc.",17646,Pergonal,menotropins,351(a),75IU,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,22-Aug-75,,N/A,N/A,,Original,,1773,001,CDER,,,,,,
,"EMD Serono, Inc.",17646,Pergonal,menotropins,351(a),150IU,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,20-May-85,,N/A,N/A,22,Supplement,,1773,002,CDER,,,,,,
,"Organon USA LLC, a subsidiary of Organon & Co.",17692,Pregnyl,chorionic gonadotropin,351(a),"10,000UNITS",For Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,20-Oct-76,,N/A,N/A,,Original,,2331,001,CDER,,,,,,
,Jubilant DraxImage Inc.,17776,Pulmolite,kit for the preparation of technetium Tc-99m albumin aggregated,351(a),1MG/10MG/0.24MG/ 0.7MG/0.13MG/10MG,For Injectable Suspension,Intravenous,Vial,Disc,Licensed,16-Nov-76,,N/A,N/A,,Original,,2186,001,CDER,,,,,,
,Bracco Diagnostics Inc.,17833,Macrotec,kit for the preparation of technetium Tc-99m albumin aggregated,351(a),1.5MG/10MG/0.07MG/0.19MG/1.8MG,For Injectable Suspension,Intravenous,Vial,Disc,Licensed,23-Feb-76,,N/A,N/A,,Original,,2183,001,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17835,Chromalbin,albumin chromated CR-51 serum,351(a),100uCi,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,23-Feb-76,,N/A,N/A,,Original,,2189,001,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17835,Chromalbin,albumin chromated CR-51 serum,351(a),250uCi,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,23-Feb-76,,N/A,N/A,,Original,,2189,002,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17835,Chromalbin,albumin chromated CR-51 serum,351(a),500uCi,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,23-Feb-76,,N/A,N/A,,Original,,2189,003,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17836,Jeanatope,iodinated I-125 albumin,351(a),"500uCi/0.5ML (1,000uCi/ML)",Injection,Intravenous,Multi-Dose Vial,Disc,Voluntarily Revoked,23-Feb-76,,N/A,N/A,,Original,,2189,001,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17836,Jeanatope,iodinated I-125 albumin,351(a),"1,000uCi/ML (1,000uCi/ML)",Injection,Intravenous,Multi-Dose Vial,Disc,Voluntarily Revoked,23-Feb-76,,N/A,N/A,,Original,,2189,002,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17836,Jeanatope,iodinated I-125 albumin,351(a),100uCi/10ML (10uCi/ML),Injection,Intravenous,Multi-Dose Vial,Disc,Voluntarily Revoked,8-Jun-04,,N/A,N/A,8,Supplement,,2189,003,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17837,Megatope,iodinated I-131 albumin,351(a),0.5mCi,Injection,Intravenous,Multi-Dose Vial,Disc,Licensed,23-Feb-76,,N/A,N/A,,Original,,2189,001,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17837,Megatope,iodinated I-131 albumin,351(a),1mCi,Injection,Intravenous,Multi-Dose Vial,Rx,Licensed,23-Feb-76,,N/A,N/A,,Original,,2189,002,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17837,Megatope,iodinated I-131 albumin,351(a),2mCi,Injection,Intravenous,Multi-Dose Vial,Disc,Licensed,23-Feb-76,,N/A,N/A,,Original,,2189,003,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17837,Megatope,iodinated I-131 albumin,351(a),5uCi/AMP,Injection,Intravenous,Multi-Dose Vial,Disc,Licensed,23-Feb-76,,N/A,N/A,,Original,,2189,004,CDER,,,,,,
,"Iso-Tex Diagnostics, Inc.",17837,Megatope,iodinated I-131 albumin,351(a),20uCi/AMP,Injection,Intravenous,Multi-Dose Vial,Disc,Licensed,23-Feb-76,,N/A,N/A,,Original,,2189,005,CDER,,,,,,
,Jubilant DraxImage Inc.,17881,Draximage MAA,kit for the preparation of technetium Tc-99m albumin aggregated,351(a),2.5MG/5MG/0.6MG/ 1.2MG,For Injectable Suspension,Intravenous,Multi-Dose Vial,Rx,Licensed,30-Dec-87,,N/A,N/A,,Original,,2186,001,CDER,,,,,,
,Pharmalucence Inc,18263,Microlite,radiolabeled albumin technetium Tc-99m albumin colloid kit,351(a),,,,Single-Dose Vial,Disc,Voluntarily Revoked,25-Mar-83,,N/A,N/A,,Original,,2203,001,CDER,,,,,,
,"DisCure Medical, LLC",18663,Chymodiactin,chymopapain,351(a),"10,000UNITS",For Injection,Intrathecal,Single-Dose Vial,Disc,Licensed,10-Nov-82,,N/A,N/A,,Original,,2185,001,CDER,,,,,,
,"DisCure Medical, LLC",18663,Chymodiactin,chymopapain,351(a),"4,000UNITS",For Injection,Intrathecal,Single-Dose Vial,Disc,Licensed,21-Aug-84,,N/A,N/A,11,Supplement,,2185,002,CDER,,,,,,
,Eli Lilly and Company,18780,Humulin R U-100,insulin human,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection,Subcutaneous,Multi-Dose Vial,OTC,Licensed,28-Oct-82,,N/A,N/A,,Original,,1891,001,CDER,,,,,,
,Eli Lilly and Company,18780,Humulin R U-500,insulin human,351(a),"1,500UNITS/3ML (500UNITS/ML)",Injection,Subcutaneous,Autoinjector,Rx,Licensed,29-Dec-15,,N/A,N/A,152,Supplement,,1891,002,CDER,,,,,,
,Eli Lilly and Company,18780,Humulin R U-100,insulin human,351(a),300UNITS/3ML (100UNITS/ML),Injection,Subcutaneous,Autoinjector,Disc,Licensed,6-Aug-98,,N/A,N/A,58,Supplement,,1891,003,CDER,,,,,,
,Eli Lilly and Company,18780,Humulin R U-500,insulin human,351(a),"10,000UNITS/20ML (500UNITS/ML)",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,31-Mar-94,,N/A,N/A,42,Supplement,,1891,004,CDER,,,,,,
,Eli Lilly and Company,18780,Humulin R U-100,insulin human,351(a),300UNITS/3ML (100UNITS/ML),Injection,Subcutaneous,Multi-Dose Vial,OTC,Licensed,25-May-18,,N/A,N/A,126,Supplement,,1891,005,CDER,,,,,,
,Eli Lilly and Company,18781,Humulin N,insulin isophane human,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injectable Suspension,Subcutaneous,Multi-Dose Vial,OTC,Licensed,28-Oct-82,,N/A,N/A,,Original,,1891,001,CDER,,,,,,
,Eli Lilly and Company,18781,Humulin N,insulin isophane human,351(a),300UNITS/3ML (100UNITS/ML),Injectable Suspension,Subcutaneous,Multi-Dose Vial,OTC,Licensed,28-Oct-82,,N/A,N/A,,Original,,1891,002,CDER,,,,,,
,Eli Lilly and Company,18781,Humulin N,insulin isophane human,351(a),300UNITS/3ML (100UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,OTC,Licensed,7-Nov-13,,N/A,N/A,118,Supplement,,1891,003,CDER,,,,,,
,Eli Lilly and Company,19640,Humatrope,somatropin,351(a),2MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,23-Jun-87,,N/A,N/A,1,Supplement,,1891,001,CDER,,,,,1-Nov-13,
,Eli Lilly and Company,19640,Humatrope,somatropin,351(a),5MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,16-Oct-86,,N/A,N/A,,Original,,1891,004,CDER,,,,,1-Nov-13,
,Eli Lilly and Company,19640,Humatrope,somatropin,351(a),6MG,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,4-Feb-99,,N/A,N/A,22,Supplement,,1891,005,CDER,,,,,1-Nov-13,
,Eli Lilly and Company,19640,Humatrope,somatropin,351(a),12MG,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,4-Feb-99,,N/A,N/A,22,Supplement,,1891,006,CDER,,,,,1-Nov-13,
,Eli Lilly and Company,19640,Humatrope,somatropin,351(a),24MG,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,4-Feb-99,,N/A,N/A,22,Supplement,,1891,007,CDER,,,,,1-Nov-13,
,Eli Lilly and Company,19717,Humulin 70/30,insulin isophane human and insulin human,351(a),700UNITS/10ML (70UNITS/ML); 300UNITS/10ML (30UNITS/ML),Injectable Suspension,Subcutaneous,Multi-Dose Vial,OTC,Licensed,25-Apr-89,,N/A,N/A,,Original,,1891,001,CDER,,,,,,
,Eli Lilly and Company,19717,Humulin 70/30,insulin isophane human and insulin human,351(a),210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),Injectable Suspension,Subcutaneous,Multi-Dose Vial,OTC,Licensed,25-Apr-89,,N/A,N/A,,Original,,1891,002,CDER,,,,,,
,Eli Lilly and Company,19717,Humulin 70/30,insulin isophane human and insulin human,351(a),210UNITS/3ML (70UNITS/ML); 90UNITS/3ML (30UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,OTC,Licensed,7-Nov-13,,N/A,N/A,98,Supplement,,1891,003,CDER,,,,,,
,"EMD Serono, Inc.",19764,Saizen,somatropin,351(a),6MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,8-Oct-96,,N/A,N/A,,Original,,1773,001,CDER,,,,,,
,"EMD Serono, Inc.",19764,Saizen,somatropin,351(a),5MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,8-Oct-96,,N/A,N/A,,Original,,1773,002,CDER,,,,,,
,"EMD Serono, Inc.",19764,Saizen,somatropin,351(a),8.8MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,29-Aug-00,,N/A,N/A,3,Supplement,,1773,003,CDER,,,,,,
,"EMD Serono, Inc.",19764,Saizen,somatropin,351(a),4MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,16-Jan-07,,N/A,N/A,30,Supplement,,1773,005,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,19774,Zomacton,somatropin,351(a),4.8MG,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed,25-May-95,,N/A,N/A,,Original,,2112,001,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,19774,Zomacton,somatropin,351(a),5MG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,4-Jan-02,,N/A,N/A,8,Supplement,,2112,002,CDER,,,,,,
,Ferring Pharmaceuticals Inc.,19774,Zomacton,somatropin,351(a),10MG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,7-Mar-12,,N/A,N/A,25,Supplement,,2112,003,CDER,,,,,,
,"Leadiant Biosciences, Inc",19818,Adagen,pegademase bovine,351(a),375UNITS/1.5ML (250UNITS/ML),Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,21-Mar-90,,N/A,N/A,,Original,,2073,001,CDER,,,,,21-Mar-97,
,Novo Nordisk Inc.,19938,Novolin R,insulin human,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection,Subcutaneous,Multi-Dose Vial,OTC,Licensed,25-Jun-91,,N/A,N/A,,Original,,1261,001,CDER,,,,,,
,Novo Nordisk Inc.,19938,Novolin R,insulin human,351(a),300UNITS/3ML (100UNITS/ML),Injection,Subcutaneous,Autoinjector,OTC,Licensed,1-Jun-18,,N/A,N/A,76,Supplement,,1261,002,CDER,,,,,,
,Novo Nordisk Inc.,19959,Novolin N,insulin isophane human,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injectable Suspension,Subcutaneous,Multi-Dose Vial,OTC,Licensed,1-Jul-91,,N/A,N/A,,Original,,1261,001,CDER,,,,,,
,Novo Nordisk Inc.,19959,Novolin N,insulin isophane human,351(a),300UNITS/3ML (100UNITS/ML),Injectable Suspension,Subcutaneous,Autoinjector,OTC,Licensed,1-Jul-91,,N/A,N/A,,Original,,1261,002,CDER,,,,,,
